filename,laser_nm,D_center,D_FWHM,D_height,D_area,D_R2,G_center,G_FWHM,G_height,G_area,G_R2,Dprime_center,Dprime_FWHM,Dprime_height,twoD_center,twoD_FWHM,twoD_height,twoD_area,twoD_R2,DG_center,DG_FWHM,DG_height,ID_IG_height,ID_IG_area,I2D_IG_height,I2D_IG_area,IDp_IG_height,ID_IDp_height,L_D_nm,disorder_stage,defect_type,estimated_layers
graphene_test.txt,532.0,1351.1596,45.0000,773.9952,54710.4986,0.9803,1579.2633,30.0000,1960.8045,92400.7343,0.8782,1604.9224,40.9864,356.2393,2700.7731,50.0000,3063.2032,240583.4174,0.9792,2941.0331,66.4931,19863.3750,0.3947,0.5921,1.5622,2.6037,0.1817,2.1727,0.0000,Stage 2 (amorphous-like),"Grain boundary / edge defects (ID/ID'=2.2, expected ~3.5)",Bilayer (1 ≤ I2D/IG ≤ 2)
graphene_test.txt,532.0,1351.1596,45.0000,773.9952,54710.4986,0.9803,1579.2633,30.0000,1960.8045,92400.7343,0.8782,1604.9224,40.9864,356.2393,2700.7731,50.0000,3063.2032,240583.4174,0.9792,2941.0331,66.4931,19863.3750,0.3947,0.5921,1.5622,2.6037,0.1817,2.1727,19.1121,Stage 2 (amorphous-like),"Grain boundary / edge defects (ID/ID'=2.2, expected ~3.5)",Bilayer (1 ≤ I2D/IG ≤ 2)
graphene_test.txt,532.0,1351.1596,45.0000,773.9952,54710.4986,0.9803,1579.2633,30.0000,1960.8045,92400.7343,0.8782,1604.9224,40.9864,356.2393,2700.7731,50.0000,3063.2032,240583.4174,0.9792,2941.0331,66.4931,19863.3750,0.3947,0.5921,1.5622,2.6037,0.1817,2.1727,19.1121,Stage 2 (amorphous-like),"Grain boundary / edge defects (ID/ID'=2.2, expected ~3.5)",Bilayer (1 ≤ I2D/IG ≤ 2)
